Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
May,1,1,4,3,Returning_Visitor,False,False
Nov,2,2,1,1,Returning_Visitor,False,False
Nov,2,2,9,2,Returning_Visitor,False,False
May,2,2,2,13,Returning_Visitor,False,False
Nov,2,2,1,13,Returning_Visitor,False,False
Nov,2,2,6,8,New_Visitor,True,False
Aug,1,1,1,4,New_Visitor,False,False
May,2,2,3,3,Returning_Visitor,False,False
Nov,3,2,1,8,New_Visitor,False,False
Nov,3,2,1,13,Returning_Visitor,False,False
May,2,2,1,2,Returning_Visitor,False,False
Nov,2,2,3,1,Returning_Visitor,False,False
May,1,1,4,1,Returning_Visitor,True,False
Nov,2,4,1,2,Returning_Visitor,False,True
Oct,2,2,9,4,Returning_Visitor,False,False
May,2,2,6,1,Returning_Visitor,False,False
May,2,2,3,6,Returning_Visitor,False,False
May,2,2,9,2,Returning_Visitor,True,False
May,1,1,6,3,Returning_Visitor,True,False
Oct,2,2,1,20,Returning_Visitor,False,True
Dec,2,2,1,2,New_Visitor,False,False
May,3,2,3,15,Returning_Visitor,True,False
Mar,2,2,4,2,New_Visitor,False,False
Mar,2,5,7,2,Returning_Visitor,False,False
Nov,1,1,1,1,Returning_Visitor,False,False
Dec,2,4,6,1,New_Visitor,False,False
Mar,2,4,3,2,Returning_Visitor,False,False
Nov,2,2,1,2,New_Visitor,True,False
Dec,2,4,1,2,Returning_Visitor,False,False
Nov,2,2,1,3,Returning_Visitor,True,False
Nov,3,2,1,3,Returning_Visitor,False,False
May,2,2,1,5,New_Visitor,False,False
May,4,2,1,11,Returning_Visitor,True,False
May,1,1,1,4,Returning_Visitor,True,False
Jul,3,2,3,15,Returning_Visitor,False,False
Mar,3,2,1,1,Returning_Visitor,False,False
May,3,2,1,2,Returning_Visitor,False,False
Jul,1,1,1,1,Returning_Visitor,True,False
Nov,1,2,6,8,New_Visitor,False,False
Mar,4,1,4,2,Returning_Visitor,False,False
May,2,2,3,2,Returning_Visitor,False,False
Aug,3,2,3,13,Returning_Visitor,False,False
Mar,3,3,4,3,Returning_Visitor,True,False
May,2,2,3,3,Returning_Visitor,False,False
Sep,2,2,1,1,Returning_Visitor,False,False
May,4,1,1,3,New_Visitor,False,True
Nov,2,2,9,13,Returning_Visitor,False,False
May,2,5,1,4,Returning_Visitor,False,False
Nov,2,4,1,2,Returning_Visitor,True,False
Nov,1,1,8,1,Returning_Visitor,False,False
May,2,4,1,3,New_Visitor,False,True
Nov,2,2,1,3,Returning_Visitor,False,True
May,2,2,7,13,Returning_Visitor,False,False
Oct,3,2,1,5,New_Visitor,True,False
May,3,2,2,3,Returning_Visitor,True,False
May,2,2,3,2,Returning_Visitor,False,False
Nov,1,1,1,10,Returning_Visitor,False,False
Sep,2,4,4,5,New_Visitor,False,False
Nov,3,2,1,2,Returning_Visitor,True,False
Mar,2,2,1,2,Returning_Visitor,True,True
May,2,4,4,2,Returning_Visitor,False,False
Mar,2,2,1,8,New_Visitor,False,False
May,2,2,6,3,New_Visitor,False,False
Nov,2,2,4,6,Returning_Visitor,False,False
Oct,2,2,7,2,Returning_Visitor,False,False
Nov,1,1,4,1,Returning_Visitor,False,False
Nov,8,13,9,20,Other,False,False
Nov,1,1,3,1,Returning_Visitor,False,False
Nov,2,4,1,10,Returning_Visitor,False,True
Aug,2,2,1,1,Returning_Visitor,False,False
Nov,4,2,1,2,Returning_Visitor,True,False
May,1,1,2,3,Returning_Visitor,False,False
Nov,3,2,1,3,Returning_Visitor,False,True
May,1,1,1,3,Returning_Visitor,True,False
Nov,3,2,3,1,Returning_Visitor,False,False
May,3,2,2,6,Returning_Visitor,False,False
Jul,1,1,1,3,Returning_Visitor,False,True
May,2,2,2,1,Returning_Visitor,True,False
May,2,2,7,4,Returning_Visitor,False,True
May,2,10,2,3,Returning_Visitor,False,False
Mar,2,2,3,2,Returning_Visitor,False,False
Mar,3,2,4,1,Returning_Visitor,False,False
Sep,2,2,1,2,Returning_Visitor,False,True
Nov,2,2,6,2,Returning_Visitor,False,False
Dec,3,2,3,2,New_Visitor,False,False
Mar,1,1,1,2,New_Visitor,False,False
Aug,2,2,3,5,New_Visitor,False,False
May,2,2,1,4,Returning_Visitor,False,False
Dec,1,1,2,1,Returning_Visitor,False,False
Nov,1,1,1,3,Returning_Visitor,False,False
Jul,1,1,1,4,Returning_Visitor,True,False
Dec,1,1,7,3,Returning_Visitor,False,False
May,2,2,1,6,Returning_Visitor,False,True
Nov,2,2,6,1,Returning_Visitor,True,False
Dec,1,1,6,1,Returning_Visitor,False,False
June,1,1,1,2,Returning_Visitor,True,False
May,2,2,2,2,Returning_Visitor,True,False
Oct,3,2,1,1,Returning_Visitor,False,False
Feb,1,1,6,2,Returning_Visitor,False,False
Dec,1,1,3,2,New_Visitor,True,False
Dec,2,2,1,1,Returning_Visitor,True,False
May,4,1,4,6,Returning_Visitor,False,False
Nov,2,2,1,2,Returning_Visitor,False,False
May,2,2,5,2,New_Visitor,False,False
Nov,2,2,5,3,Returning_Visitor,False,True
Sep,2,10,3,5,New_Visitor,False,False
Dec,1,1,2,2,Returning_Visitor,False,False
Nov,1,1,1,2,Returning_Visitor,True,True
May,3,2,1,13,Returning_Visitor,True,False
Nov,2,5,3,1,Returning_Visitor,False,False
June,2,4,1,2,Returning_Visitor,True,False
Nov,2,5,7,3,Returning_Visitor,False,False
Mar,2,5,1,3,Returning_Visitor,False,False
May,3,2,3,13,Returning_Visitor,False,False
Mar,1,1,4,1,Returning_Visitor,False,False
May,1,1,1,3,Returning_Visitor,False,False
Nov,3,2,4,6,Returning_Visitor,False,False
May,2,2,7,4,Returning_Visitor,False,False
Nov,2,2,6,2,Returning_Visitor,False,True
Nov,2,2,3,2,Returning_Visitor,False,False
May,2,4,5,1,Returning_Visitor,False,False
Nov,2,2,8,20,Returning_Visitor,False,False
Dec,1,1,3,2,New_Visitor,False,False
Nov,2,2,1,20,Returning_Visitor,False,False
May,1,1,3,6,Returning_Visitor,False,False
Nov,1,1,2,2,New_Visitor,False,False
Sep,3,2,9,2,New_Visitor,False,False
May,2,2,6,3,Returning_Visitor,False,False
Jul,2,2,1,2,Returning_Visitor,False,False
Dec,3,2,3,1,Returning_Visitor,True,False
Mar,1,2,1,2,Returning_Visitor,False,False
May,2,2,2,1,Returning_Visitor,False,False
May,2,2,7,6,Returning_Visitor,True,False
Nov,2,2,4,1,Returning_Visitor,False,False
Dec,8,13,9,20,Other,False,False
May,3,2,1,13,Returning_Visitor,False,False
Nov,1,1,1,2,Returning_Visitor,False,True
Dec,2,2,3,2,Returning_Visitor,False,False
Mar,2,4,1,1,Returning_Visitor,False,False
Nov,1,1,8,1,Returning_Visitor,False,False
Nov,1,1,1,3,Returning_Visitor,True,False
May,2,2,6,6,Returning_Visitor,False,True
Nov,1,1,3,2,New_Visitor,False,True
Mar,3,2,2,1,Returning_Visitor,True,False
May,3,2,3,4,Returning_Visitor,False,False
Nov,1,1,3,2,New_Visitor,False,False
May,2,2,4,3,Returning_Visitor,False,False
Mar,2,2,3,2,New_Visitor,True,False
Feb,1,1,4,2,Returning_Visitor,False,False
Aug,2,2,7,3,Returning_Visitor,False,True
Nov,2,10,1,3,Returning_Visitor,False,False
May,3,2,1,13,Returning_Visitor,False,False
Nov,2,2,1,8,New_Visitor,False,False
Dec,2,2,1,2,Returning_Visitor,False,False
June,3,2,1,13,Returning_Visitor,False,False
Nov,3,2,5,1,Returning_Visitor,True,False
Mar,2,4,1,6,Returning_Visitor,False,False
Dec,2,2,3,1,Returning_Visitor,False,False
Oct,2,2,6,3,Returning_Visitor,False,False
Nov,2,2,9,3,Returning_Visitor,False,False
Mar,1,2,8,2,Returning_Visitor,False,False
Nov,2,2,3,2,New_Visitor,False,False
Dec,3,2,1,2,Returning_Visitor,False,False
Jul,1,1,1,4,Returning_Visitor,False,True
Mar,2,5,9,2,Returning_Visitor,False,True
Dec,4,1,1,2,New_Visitor,False,True
Nov,1,1,4,1,Returning_Visitor,False,False
May,2,2,1,2,Returning_Visitor,False,False
Nov,2,2,3,2,Returning_Visitor,False,False
Sep,3,2,1,1,Returning_Visitor,True,False
May,3,2,1,4,Returning_Visitor,False,False
Nov,2,2,6,6,Other,False,False
Aug,2,2,3,1,Returning_Visitor,False,False
Mar,2,5,3,3,Returning_Visitor,False,False
Mar,3,2,6,1,Returning_Visitor,False,True
May,1,8,7,4,Returning_Visitor,True,False
May,2,2,7,4,Returning_Visitor,True,False
June,2,2,7,1,Returning_Visitor,False,False
Dec,2,2,1,2,Returning_Visitor,True,False
Feb,2,2,3,3,Returning_Visitor,False,False
Jul,1,1,3,3,Returning_Visitor,False,False
Nov,1,1,2,2,Returning_Visitor,False,True
Nov,2,2,1,1,Returning_Visitor,True,True
Jul,3,2,2,4,Returning_Visitor,False,True
Sep,3,2,2,1,Returning_Visitor,False,True
Dec,3,2,1,2,New_Visitor,False,False
Mar,2,2,1,2,Returning_Visitor,False,False
Jul,3,2,6,1,Returning_Visitor,False,False
Nov,3,2,4,2,Returning_Visitor,True,False
Nov,2,2,1,2,Returning_Visitor,False,False
Mar,2,5,6,1,Returning_Visitor,False,False
Oct,2,2,5,2,Returning_Visitor,False,False
Oct,2,2,7,5,New_Visitor,False,False
May,2,2,1,4,New_Visitor,True,False
Nov,2,2,9,6,Returning_Visitor,False,False
May,2,2,2,3,Returning_Visitor,False,False
Nov,3,2,1,13,Returning_Visitor,True,False
Nov,2,2,6,2,Returning_Visitor,False,False
May,4,1,9,1,Returning_Visitor,False,False
Jul,2,2,1,5,New_Visitor,False,False
Nov,1,1,1,1,Returning_Visitor,False,False
Nov,2,2,1,2,New_Visitor,False,False
May,1,1,9,4,Returning_Visitor,True,True
Mar,2,2,6,10,Returning_Visitor,False,False
Mar,3,2,1,1,Returning_Visitor,False,False
Dec,1,1,1,8,New_Visitor,False,True
Jul,3,2,6,13,Returning_Visitor,False,False
May,3,2,3,2,Returning_Visitor,True,False
Mar,2,2,1,1,Returning_Visitor,False,False
May,3,2,1,3,Returning_Visitor,False,False
Mar,2,2,1,1,Returning_Visitor,False,False
Dec,3,2,2,2,Returning_Visitor,False,False
Mar,3,2,2,3,Returning_Visitor,False,False
May,2,2,3,2,Returning_Visitor,False,False
May,2,2,4,4,Returning_Visitor,False,False
Aug,1,2,1,4,Returning_Visitor,False,False
Dec,1,1,4,1,Returning_Visitor,False,False
Dec,1,1,1,3,Returning_Visitor,False,False
Nov,2,2,9,2,Returning_Visitor,False,False
Nov,1,1,1,2,Returning_Visitor,False,False
Nov,3,2,1,2,Returning_Visitor,True,False
Mar,1,1,3,10,Returning_Visitor,False,False
May,3,2,4,3,Returning_Visitor,False,False
Nov,2,2,3,3,Returning_Visitor,False,True
Aug,2,2,4,3,Returning_Visitor,True,False
Mar,3,2,4,3,Returning_Visitor,False,False
Nov,3,2,1,1,Returning_Visitor,True,False
May,1,1,1,1,Returning_Visitor,False,False
Mar,3,2,1,1,Returning_Visitor,False,False
Nov,1,1,3,8,Returning_Visitor,False,True
May,2,2,1,3,New_Visitor,False,False
Nov,2,2,1,2,Returning_Visitor,False,True
Mar,2,2,1,2,New_Visitor,True,False
Dec,2,2,8,1,Returning_Visitor,False,False
Jul,3,2,9,13,Returning_Visitor,False,False
Oct,1,8,5,11,Returning_Visitor,False,False
May,3,2,1,19,Returning_Visitor,False,False
Dec,1,1,1,10,Returning_Visitor,False,False
Nov,2,4,1,3,Returning_Visitor,False,True
Dec,2,2,2,13,Returning_Visitor,False,False
Oct,4,1,3,20,Returning_Visitor,False,True
Nov,3,2,1,1,Returning_Visitor,True,False
Mar,3,2,2,2,Returning_Visitor,False,False
May,2,2,2,4,Returning_Visitor,False,False
May,2,2,2,5,Returning_Visitor,False,True
May,2,2,4,6,Returning_Visitor,False,True
May,3,2,6,13,Returning_Visitor,False,False
Mar,3,2,7,3,Returning_Visitor,False,False
Mar,2,2,1,2,New_Visitor,False,True
Aug,3,2,1,3,Returning_Visitor,False,False
May,2,2,6,4,Returning_Visitor,False,False
Mar,2,4,9,3,Returning_Visitor,False,False
Dec,2,2,4,3,Returning_Visitor,False,True
May,3,2,5,4,Returning_Visitor,True,False
Nov,2,2,3,3,Returning_Visitor,False,False
Dec,2,2,7,13,Returning_Visitor,False,False
Nov,1,8,1,11,Returning_Visitor,True,False
Dec,2,2,3,1,Returning_Visitor,False,True
Nov,2,2,3,2,Returning_Visitor,True,False
Sep,3,2,1,1,Returning_Visitor,False,False
Oct,3,2,3,1,Returning_Visitor,False,False
May,2,2,3,2,Returning_Visitor,False,False
Mar,2,2,1,2,Returning_Visitor,False,False
Dec,2,2,1,2,Returning_Visitor,False,False
Nov,2,5,3,1,Returning_Visitor,False,False
Mar,2,2,7,2,Returning_Visitor,False,True
Nov,2,2,5,2,Returning_Visitor,True,False
Nov,2,2,1,2,Returning_Visitor,False,False
May,3,2,3,4,New_Visitor,False,False
Mar,4,2,1,1,Returning_Visitor,False,False
Mar,2,2,7,3,Returning_Visitor,False,False
Nov,1,8,3,1,Returning_Visitor,False,False
Sep,2,5,4,1,Returning_Visitor,False,True
Mar,2,2,3,1,Returning_Visitor,False,False
Dec,2,5,3,8,New_Visitor,True,True
Sep,1,2,2,2,Returning_Visitor,False,False
Dec,2,2,5,20,Returning_Visitor,False,False
Mar,2,2,2,1,Returning_Visitor,False,False
Nov,1,1,9,20,New_Visitor,False,True
Dec,2,2,1,2,New_Visitor,False,True
Nov,2,2,1,2,Returning_Visitor,False,False
May,1,1,2,2,Returning_Visitor,False,False
May,3,2,6,1,Returning_Visitor,True,False
Sep,2,2,3,4,Returning_Visitor,False,False
May,3,2,1,3,Returning_Visitor,False,False
May,2,2,3,4,New_Visitor,False,True
Aug,3,2,1,4,Returning_Visitor,False,False
Nov,3,2,9,1,Returning_Visitor,False,False
Aug,2,5,5,1,Returning_Visitor,False,False
Mar,2,2,1,1,Returning_Visitor,True,False
Nov,3,2,1,10,Returning_Visitor,True,False
June,2,2,1,4,Returning_Visitor,False,False
Mar,3,2,4,2,Returning_Visitor,True,False
Nov,2,2,1,1,Returning_Visitor,True,False
May,2,2,1,4,Returning_Visitor,False,False
May,2,2,9,4,Returning_Visitor,False,False
May,1,1,8,2,Returning_Visitor,False,False
May,2,2,1,4,Returning_Visitor,False,True
May,1,1,1,3,Returning_Visitor,True,False
Mar,1,1,1,10,Returning_Visitor,False,False
Oct,1,1,3,2,Returning_Visitor,True,False
Dec,2,2,3,2,Returning_Visitor,False,False
Nov,3,2,1,3,Returning_Visitor,False,False
Sep,1,1,3,5,Returning_Visitor,False,False
Mar,2,2,7,8,New_Visitor,False,False
Mar,4,1,1,2,Returning_Visitor,True,False
May,3,2,4,13,Returning_Visitor,False,False
Aug,1,1,3,1,Returning_Visitor,False,False
Nov,1,1,1,3,Other,False,False
Jul,2,4,7,1,Returning_Visitor,False,False
Nov,4,1,1,10,Returning_Visitor,False,False
Oct,1,8,1,11,New_Visitor,False,False
May,2,2,2,3,Returning_Visitor,False,False
May,2,4,3,3,Returning_Visitor,False,False
Dec,2,2,1,13,Returning_Visitor,False,False
Sep,2,2,4,4,Returning_Visitor,False,False
Nov,2,2,1,2,Returning_Visitor,True,False
May,1,1,3,2,Returning_Visitor,False,False
Nov,1,1,1,2,Returning_Visitor,False,False
Nov,2,2,1,1,Returning_Visitor,False,True
May,2,2,1,6,Returning_Visitor,False,False
Nov,2,2,7,1,Returning_Visitor,False,True
Aug,2,2,1,2,New_Visitor,True,False
Nov,2,2,6,13,Returning_Visitor,True,False
Mar,3,2,1,1,Returning_Visitor,False,False
Dec,4,1,1,2,New_Visitor,True,False
May,3,2,1,3,Returning_Visitor,False,False
May,3,2,3,6,Returning_Visitor,False,False
Mar,3,2,1,2,New_Visitor,False,False
Dec,3,2,1,2,Returning_Visitor,True,False
Dec,3,2,3,10,Returning_Visitor,False,False
Mar,1,1,1,2,Returning_Visitor,True,False
Dec,1,1,1,2,New_Visitor,False,False
Nov,1,1,4,3,Returning_Visitor,False,False
Mar,4,2,1,2,Returning_Visitor,False,True
Oct,2,2,1,4,Returning_Visitor,False,False
May,1,1,6,2,Returning_Visitor,False,False
May,2,2,2,6,Returning_Visitor,False,False
Nov,3,2,1,13,Returning_Visitor,False,False
May,2,2,2,13,Returning_Visitor,False,False
May,1,1,3,2,Returning_Visitor,False,False
Oct,2,5,4,20,Returning_Visitor,False,True
Nov,1,1,8,10,Returning_Visitor,False,False
Nov,3,2,3,1,Returning_Visitor,True,True
Mar,3,2,1,1,Returning_Visitor,False,False
Dec,3,2,1,2,Returning_Visitor,True,False
Mar,2,2,6,1,Returning_Visitor,False,False
Mar,3,3,7,10,Returning_Visitor,False,False
Dec,3,2,8,10,Returning_Visitor,False,False
May,3,2,9,3,Returning_Visitor,False,False
Nov,1,2,1,11,Returning_Visitor,False,True
Jul,2,2,1,2,Returning_Visitor,False,False
May,2,2,5,4,Returning_Visitor,False,False
Mar,1,1,3,2,Returning_Visitor,False,False
May,3,2,1,13,Returning_Visitor,True,False
Nov,1,2,1,2,Returning_Visitor,True,False
Dec,4,1,1,2,Returning_Visitor,False,False
Jul,3,2,1,4,Returning_Visitor,True,False
Oct,3,2,4,1,Returning_Visitor,False,False
Mar,1,2,1,2,Returning_Visitor,True,False
Oct,2,2,8,13,Returning_Visitor,False,False
May,3,2,1,2,Returning_Visitor,True,False
Aug,1,1,3,2,Returning_Visitor,False,True
Nov,2,2,4,1,Returning_Visitor,False,False
Nov,2,2,1,2,Returning_Visitor,False,True
June,2,2,5,2,Returning_Visitor,False,True
May,3,2,1,13,Returning_Visitor,False,True
Nov,2,2,2,2,Returning_Visitor,False,False
Nov,1,2,8,2,Returning_Visitor,True,False
Mar,2,2,2,1,Returning_Visitor,False,False
Oct,2,4,7,2,New_Visitor,False,True
Mar,2,2,7,1,Returning_Visitor,False,False
Mar,2,4,7,1,Returning_Visitor,False,False
Nov,3,2,3,3,Returning_Visitor,True,False
May,1,2,2,2,Returning_Visitor,True,False
Sep,1,1,4,4,Returning_Visitor,True,True
Dec,2,5,1,1,Returning_Visitor,False,False
Mar,2,2,1,3,Returning_Visitor,False,False
Mar,2,2,1,3,Returning_Visitor,False,False
Mar,2,2,1,1,Returning_Visitor,False,False
Dec,2,2,1,3,Returning_Visitor,False,False
Aug,3,2,8,1,Returning_Visitor,False,False
May,2,2,1,3,Returning_Visitor,False,False
Oct,2,2,2,20,Returning_Visitor,False,False
Nov,2,2,1,10,Returning_Visitor,True,False
May,2,2,2,1,Returning_Visitor,False,True
Dec,1,1,3,1,Returning_Visitor,False,False
Mar,1,1,1,1,Returning_Visitor,False,False
Nov,2,2,1,2,Returning_Visitor,True,False
June,1,1,1,2,Returning_Visitor,False,False
Dec,4,1,3,2,Returning_Visitor,True,False
Nov,1,1,3,8,New_Visitor,False,False
Dec,2,2,5,2,New_Visitor,False,False
June,3,2,1,1,Returning_Visitor,False,False
May,1,8,7,4,Returning_Visitor,False,False
Dec,3,2,3,1,Returning_Visitor,False,False
May,2,2,4,3,Returning_Visitor,False,False
May,2,5,5,4,New_Visitor,True,True
Nov,2,2,3,2,Returning_Visitor,True,True
May,2,2,2,2,New_Visitor,True,False
Nov,2,2,6,10,Returning_Visitor,False,False
Nov,3,2,4,13,Returning_Visitor,False,False
Nov,1,1,2,2,New_Visitor,True,False
Sep,4,2,9,13,Returning_Visitor,False,True
May,2,2,1,4,Returning_Visitor,True,False
Dec,4,2,1,2,New_Visitor,False,False
Oct,2,5,6,1,Returning_Visitor,False,False
Nov,1,1,5,2,Returning_Visitor,False,False
Nov,2,2,1,3,Returning_Visitor,False,False
May,3,2,6,1,Returning_Visitor,False,False
Dec,3,2,1,13,Returning_Visitor,False,True
May,3,2,1,3,Returning_Visitor,True,False
May,2,2,6,4,Returning_Visitor,False,False
Nov,3,2,9,13,Returning_Visitor,True,False
May,2,2,1,3,Returning_Visitor,False,False
Mar,3,2,3,1,Returning_Visitor,False,False
May,1,1,2,2,Returning_Visitor,True,False
Mar,2,2,3,2,Returning_Visitor,True,True
May,2,5,8,1,Returning_Visitor,False,False
Feb,2,4,2,1,Returning_Visitor,False,False
Nov,2,2,9,2,New_Visitor,True,False
Nov,2,2,9,2,Returning_Visitor,False,False
Dec,1,1,1,3,Returning_Visitor,True,False
Dec,1,1,1,2,Returning_Visitor,False,False
Dec,2,2,7,2,Returning_Visitor,False,False
Nov,2,2,9,3,Returning_Visitor,False,False
Dec,2,2,3,10,Returning_Visitor,False,False
Nov,2,2,9,3,Returning_Visitor,False,False
May,2,2,1,4,Returning_Visitor,False,False
Nov,2,2,3,2,New_Visitor,False,True
Mar,1,1,2,2,New_Visitor,False,False
Nov,2,4,1,4,Returning_Visitor,False,False
Nov,3,2,4,2,Returning_Visitor,False,False
Mar,2,4,3,2,Returning_Visitor,False,False
Nov,3,2,1,20,Returning_Visitor,False,False
May,3,3,4,3,Returning_Visitor,False,False
May,3,2,3,3,Returning_Visitor,False,False
Mar,2,2,1,1,Returning_Visitor,False,False
Dec,4,1,4,8,New_Visitor,False,False
Nov,3,2,1,3,Returning_Visitor,False,False
Nov,1,1,6,1,Returning_Visitor,True,False
Nov,1,2,1,11,Returning_Visitor,False,False
Jul,2,2,1,1,Returning_Visitor,False,False
Dec,1,1,7,2,Returning_Visitor,False,True
Nov,2,2,4,1,Returning_Visitor,False,False
Nov,4,1,2,2,Returning_Visitor,False,False
Dec,1,1,1,2,Returning_Visitor,False,False
Nov,3,2,8,1,Returning_Visitor,False,False
Dec,1,2,1,2,Returning_Visitor,False,False
Jul,3,2,1,3,Returning_Visitor,True,False
Nov,2,2,3,1,Returning_Visitor,False,False
Nov,1,1,3,2,New_Visitor,False,False
Jul,2,2,8,6,New_Visitor,False,True
Nov,2,2,1,20,Returning_Visitor,False,False
May,2,2,1,16,New_Visitor,False,False
Oct,3,2,9,3,Returning_Visitor,True,False
Sep,2,10,1,5,New_Visitor,False,False
Mar,2,2,1,1,Returning_Visitor,True,False
May,3,2,1,13,Returning_Visitor,False,False
Mar,3,2,2,3,Returning_Visitor,False,False
Mar,2,2,9,2,Returning_Visitor,False,False
May,2,2,1,2,Returning_Visitor,False,True
Dec,1,1,1,3,Returning_Visitor,True,False
Jul,1,2,8,1,Returning_Visitor,False,False
Mar,3,2,1,1,Returning_Visitor,False,False
May,2,2,2,3,Returning_Visitor,False,False
Dec,1,1,2,1,Returning_Visitor,False,False
Aug,2,2,7,1,Returning_Visitor,False,False
Sep,2,4,1,1,Returning_Visitor,False,False
May,2,2,1,5,New_Visitor,False,False
May,1,1,4,1,Returning_Visitor,True,False
May,1,1,1,15,Returning_Visitor,True,False
Nov,2,2,1,1,Returning_Visitor,False,True
Sep,2,2,2,2,New_Visitor,True,False
Dec,2,2,1,2,Returning_Visitor,False,False
Jul,2,4,1,5,New_Visitor,False,False
Dec,4,1,3,1,Returning_Visitor,False,False
Nov,2,2,1,2,Returning_Visitor,True,False
May,2,2,9,2,Returning_Visitor,False,False
May,2,2,1,2,New_Visitor,True,False
Dec,1,1,8,2,New_Visitor,True,False
May,1,1,1,15,Returning_Visitor,True,False
Mar,1,2,9,2,Returning_Visitor,False,False
Aug,1,8,1,6,New_Visitor,False,True
Dec,2,2,1,2,Returning_Visitor,False,False
Aug,3,2,8,1,Returning_Visitor,False,False
Nov,4,1,1,3,New_Visitor,False,False
Nov,3,2,6,1,Returning_Visitor,False,False
Nov,1,1,7,10,Returning_Visitor,True,False
May,2,4,1,3,Returning_Visitor,False,False
Nov,3,2,7,6,Returning_Visitor,False,False
Dec,4,5,1,2,Returning_Visitor,False,False
Jul,3,2,3,4,Returning_Visitor,False,False
Dec,2,2,1,1,Returning_Visitor,False,False
Mar,2,2,1,2,New_Visitor,False,False
May,6,2,3,2,New_Visitor,True,False
May,2,2,3,1,Returning_Visitor,False,False
May,2,2,1,6,Returning_Visitor,False,False
Mar,1,1,3,2,Returning_Visitor,False,True
Nov,3,2,1,3,Returning_Visitor,False,False
Nov,3,2,3,3,Returning_Visitor,False,False
May,2,2,7,14,Returning_Visitor,False,False
Nov,1,2,1,2,Returning_Visitor,False,True
Nov,3,2,3,2,Returning_Visitor,False,False
Nov,3,2,4,1,Returning_Visitor,True,False
May,4,2,1,3,Returning_Visitor,True,False
Nov,1,1,3,10,Returning_Visitor,True,False
Jul,2,2,2,1,Returning_Visitor,False,False
Sep,3,2,4,1,New_Visitor,False,False
Nov,1,1,2,2,Returning_Visitor,True,True
Nov,2,2,4,2,Returning_Visitor,False,True
June,2,2,7,2,Returning_Visitor,False,False
May,2,5,6,6,Returning_Visitor,True,False
Nov,1,1,2,10,Returning_Visitor,False,False
May,2,2,6,1,Returning_Visitor,True,False
May,3,2,1,13,Returning_Visitor,False,False
Jul,1,1,8,3,Returning_Visitor,True,False
May,2,2,4,3,Returning_Visitor,False,False
Mar,2,2,1,3,Returning_Visitor,True,False
Dec,3,2,8,8,Returning_Visitor,False,False
Mar,2,2,1,1,Returning_Visitor,True,False
Nov,3,2,7,13,Returning_Visitor,False,True
Dec,4,2,1,2,Returning_Visitor,False,False
